Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2023 06 08 22	0.202	230.01
2023 06 08 23	0.2	232.9
2023 06 09 00	0.196	239.13
2023 06 09 01	0.195	247.38
2023 06 09 02	0.199	253.38
2023 06 09 03	0.206	256.83
2023 06 09 04	0.213	257.84
2023 06 09 05	0.217	256.72
2023 06 09 06	0.223	254.4
2023 06 09 07	0.22	252.55
2023 06 09 08	0.213	250.29
2023 06 09 09	0.205	248.92
2023 06 09 10	0.197	249.81
2023 06 09 11	0.182	251.76
2023 06 09 12	0.167	253.72
2023 06 09 13	0.153	255.23
2023 06 09 14	0.145	254.81
2023 06 09 15	0.145	253.18
2023 06 09 16	0.151	250.37
2023 06 09 17	0.157	246.84
2023 06 09 18	0.165	242.66
2023 06 09 19	0.179	236.84
2023 06 09 20	0.2	232.5
2023 06 09 21	0.224	231.49
2023 06 09 22	0.246	233.4
2023 06 09 23	0.267	237.49
2023 06 10 00	0.295	243.69
2023 06 10 01	0.321	251.67
2023 06 10 02	0.344	259.47
2023 06 10 03	0.358	266.0
2023 06 10 04	0.366	270.46
2023 06 10 05	0.365	272.35
2023 06 10 06	0.36	272.54
2023 06 10 07	0.351	271.63
2023 06 10 08	0.341	268.65
2023 06 10 09	0.331	265.15
2023 06 10 10	0.311	264.1
2023 06 10 11	0.274	266.24
2023 06 10 12	0.246	270.69
2023 06 10 13	0.211	274.87
2023 06 10 14	0.18	276.69
2023 06 10 15	0.15	274.57
2023 06 10 16	0.129	264.68
2023 06 10 17	0.125	249.97
2023 06 10 18	0.139	233.45
2023 06 10 19	0.18	222.08
2023 06 10 20	0.23	217.96
2023 06 10 21	0.287	217.06
2023 06 10 22	0.345	218.29
2023 06 10 23	0.389	221.87
2023 06 11 00	0.417	228.29
2023 06 11 01	0.433	236.09
2023 06 11 02	0.441	245.06
2023 06 11 03	0.442	255.21
2023 06 11 04	0.439	265.04
2023 06 11 05	0.43	273.32
2023 06 11 06	0.414	278.87
2023 06 11 07	0.386	282.23
2023 06 11 08	0.348	283.95
2023 06 11 09	0.299	286.86
2023 06 11 10	0.249	291.84
2023 06 11 11	0.201	298.08
2023 06 11 12	0.153	304.93
2023 06 11 13	0.101	309.8
2023 06 11 14	0.055	305.41
2023 06 11 15	0.024	258.23
2023 06 11 16	0.042	200.55
2023 06 11 17	0.076	194.4
2023 06 11 18	0.113	195.87
2023 06 11 19	0.156	198.2
2023 06 11 20	0.2	200.68
2023 06 11 21	0.242	204.56
2023 06 11 22	0.286	209.24
2023 06 11 23	0.326	213.64
2023 06 12 00	0.346	219.61
2023 06 12 01	0.346	227.57
2023 06 12 02	0.335	238.91
2023 06 12 03	0.322	253.81
2023 06 12 04	0.321	269.82
2023 06 12 05	0.328	282.13
2023 06 12 06	0.326	288.93
2023 06 12 07	0.305	293.37
2023 06 12 08	0.267	297.8
2023 06 12 09	0.225	304.53
2023 06 12 10	0.181	314.1
2023 06 12 11	0.14	325.74
2023 06 12 12	0.104	348.36
2023 06 12 13	0.086	25.97
2023 06 12 14	0.093	62.07
2023 06 12 15	0.111	87.42
2023 06 12 16	0.124	108.72
2023 06 12 17	0.137	129.96
2023 06 12 18	0.154	150.94
2023 06 12 19	0.179	169.75
2023 06 12 20	0.219	183.39
2023 06 12 21	0.273	193.32
2023 06 12 22	0.307	202.14
2023 06 12 23	0.318	210.74
2023 06 13 00	0.306	218.77
2023 06 13 01	0.278	228.34
2023 06 13 02	0.248	240.85
2023 06 13 03	0.225	257.19
2023 06 13 04	0.22	274.67
2023 06 13 05	0.229	289.85
2023 06 13 06	0.237	301.54
2023 06 13 07	0.237	312.95
2023 06 13 08	0.223	323.74
2023 06 13 09	0.196	336.03
2023 06 13 10	0.171	352.62
2023 06 13 11	0.148	8.89
2023 06 13 12	0.127	25.15
2023 06 13 13	0.095	47.96
2023 06 13 14	0.077	78.83
2023 06 13 15	0.078	108.66
2023 06 13 16	0.084	134.04
2023 06 13 17	0.096	157.97
2023 06 13 18	0.127	172.76
2023 06 13 19	0.171	180.33
2023 06 13 20	0.187	191.07
2023 06 13 21	0.203	202.9
2023 06 13 22	0.23	212.03
2023 06 13 23	0.254	220.06
2023 06 14 00	0.191	222.87
2023 06 14 01	0.183	233.19
2023 06 14 02	0.159	249.06
2023 06 14 03	0.137	269.58
2023 06 14 04	0.13	292.61
2023 06 14 05	0.137	312.04
2023 06 14 06	0.152	325.16
2023 06 14 07	0.172	337.15
2023 06 14 08	0.196	349.43
2023 06 14 09	0.214	2.94
2023 06 14 10	0.235	20.67
2023 06 14 11	0.264	36.69
2023 06 14 12	0.293	51.49
2023 06 14 13	0.308	67.33
2023 06 14 14	0.328	82.48
2023 06 14 15	0.34	96.06
2023 06 14 16	0.333	108.32
2023 06 14 17	0.306	119.9
2023 06 14 18	0.267	131.97
2023 06 14 19	0.224	148.29
2023 06 14 20	0.193	170.78
2023 06 14 21	0.197	198.34
2023 06 14 22	0.237	219.86
2023 06 14 23	0.289	231.86
2023 06 15 00	0.314	242.29
2023 06 15 01	0.302	254.44
2023 06 15 02	0.275	266.67
2023 06 15 03	0.242	281.63
2023 06 15 04	0.22	298.77
2023 06 15 05	0.21	315.76
2023 06 15 06	0.211	331.73
2023 06 15 07	0.215	346.28
2023 06 15 08	0.201	356.58
2023 06 15 09	0.165	1.38
2023 06 15 10	0.111	354.34
2023 06 15 11	0.078	320.65
2023 06 15 12	0.097	289.17
2023 06 15 13	0.113	278.63
2023 06 15 14	0.111	279.79
2023 06 15 15	0.083	296.25
2023 06 15 16	0.054	334.85
2023 06 15 17	0.079	27.85
2023 06 15 18	0.111	42.44
2023 06 15 19	0.106	41.58
2023 06 15 20	0.082	32.15
2023 06 15 21	0.048	3.57
2023 06 15 22	0.051	298.07
2023 06 15 23	0.093	273.69
2023 06 16 00	0.133	266.12
2023 06 16 01	0.163	265.44
2023 06 16 02	0.182	268.74
2023 06 16 03	0.186	276.47
2023 06 16 04	0.182	290.22
2023 06 16 05	0.182	311.65
2023 06 16 06	0.199	335.36
2023 06 16 07	0.223	356.15
2023 06 16 08	0.228	11.35
2023 06 16 09	0.2	24.51
2023 06 16 10	0.142	39.6
2023 06 16 11	0.075	67.49
2023 06 16 12	0.052	143.56
2023 06 16 13	0.095	186.6
2023 06 16 14	0.129	199.41
2023 06 16 15	0.132	199.79
2023 06 16 16	0.108	187.38
2023 06 16 17	0.079	193.86
2023 06 16 18	0.04	201.54
2023 06 16 19	0.013	257.0
2023 06 16 20	0.027	331.55
2023 06 16 21	0.045	328.39
2023 06 16 22	0.063	311.18
2023 06 16 23	0.089	297.99
2023 06 17 00	0.119	284.5
2023 06 17 01	0.15	276.88
2023 06 17 02	0.17	274.37
2023 06 17 03	0.175	277.52
2023 06 17 04	0.169	286.4
2023 06 17 05	0.16	300.41
2023 06 17 06	0.154	316.3
2023 06 17 07	0.155	330.3
2023 06 17 08	0.15	336.85
2023 06 17 09	0.134	337.64
2023 06 17 10	0.116	335.19
2023 06 17 11	0.098	328.73
2023 06 17 12	0.079	322.12
2023 06 17 13	0.056	317.86
2023 06 17 14	0.033	291.16
2023 06 17 15	0.035	244.88
2023 06 17 16	0.024	214.99
2023 06 17 17	0.016	119.74
2023 06 17 18	0.049	68.62
2023 06 17 19	0.072	56.74
2023 06 17 20	0.053	63.43
2023 06 17 21	0.027	143.97
2023 06 17 22	0.072	209.74
2023 06 17 23	0.135	228.29
2023 06 18 00	0.19	236.97
2023 06 18 01	0.242	240.89
2023 06 18 02	0.284	244.33
2023 06 18 03	0.311	248.13
2023 06 18 04	0.324	253.18
2023 06 18 05	0.322	261.26
2023 06 18 06	0.313	274.56
2023 06 18 07	0.312	293.36
2023 06 18 08	0.328	310.92
2023 06 18 09	0.326	323.34
2023 06 18 10	0.3	333.94
2023 06 18 11	0.274	345.86
2023 06 18 12	0.258	357.55
2023 06 18 13	0.233	8.85
2023 06 18 14	0.199	23.61
2023 06 18 15	0.161	44.49
2023 06 18 16	0.134	73.58
2023 06 18 17	0.131	102.76
2023 06 18 18	0.134	123.45
2023 06 18 19	0.127	142.67
2023 06 18 20	0.118	171.73
2023 06 18 21	0.132	205.4
2023 06 18 22	0.17	231.44
2023 06 18 23	0.212	247.54
2023 06 19 00	0.255	256.88
2023 06 19 01	0.292	261.34
2023 06 19 02	0.321	263.2
2023 06 19 03	0.337	264.89
2023 06 19 04	0.337	268.3
2023 06 19 05	0.323	274.96
2023 06 19 06	0.301	286.99
2023 06 19 07	0.284	302.96
2023 06 19 08	0.271	320.38
2023 06 19 09	0.247	337.89
2023 06 19 10	0.213	353.8
2023 06 19 11	0.174	11.24
2023 06 19 12	0.144	34.01
2023 06 19 13	0.123	64.67
2023 06 19 14	0.123	102.57
2023 06 19 15	0.153	135.26
2023 06 19 16	0.192	156.37
2023 06 19 17	0.218	169.71
2023 06 19 18	0.218	177.89
2023 06 19 19	0.187	180.91
2023 06 19 20	0.129	187.07
2023 06 19 21	0.072	205.49
2023 06 19 22	0.058	246.92
2023 06 19 23	0.081	262.96
2023 06 20 00	0.111	262.23
2023 06 20 01	0.139	260.06
2023 06 20 02	0.164	260.88
2023 06 20 03	0.182	264.66
2023 06 20 04	0.197	269.7
2023 06 20 05	0.206	276.12
2023 06 20 06	0.206	284.84
2023 06 20 07	0.203	297.44
2023 06 20 08	0.198	313.36
2023 06 20 09	0.193	332.64
2023 06 20 10	0.195	351.74
2023 06 20 11	0.179	3.51
2023 06 20 12	0.141	13.05
2023 06 20 13	0.089	27.42
2023 06 20 14	0.052	68.8
2023 06 20 15	0.062	128.51
2023 06 20 16	0.096	152.1
2023 06 20 17	0.121	156.18
2023 06 20 18	0.13	152.05
2023 06 20 19	0.128	143.84
2023 06 20 20	0.118	138.76
2023 06 20 21	0.111	149.3
2023 06 20 22	0.113	171.86
2023 06 20 23	0.123	199.46
2023 06 21 00	0.144	224.99
2023 06 21 01	0.169	244.04
2023 06 21 02	0.192	258.28
2023 06 21 03	0.206	269.99
2023 06 21 04	0.212	280.56
2023 06 21 05	0.211	291.34
2023 06 21 06	0.205	303.69
2023 06 21 07	0.196	317.06
2023 06 21 08	0.189	333.29
2023 06 21 09	0.19	351.23
2023 06 21 10	0.198	9.84
2023 06 21 11	0.211	26.32
2023 06 21 12	0.22	41.87
2023 06 21 13	0.228	59.16
2023 06 21 14	0.238	75.67
2023 06 21 15	0.257	90.89
2023 06 21 16	0.274	103.68
2023 06 21 17	0.28	114.91
2023 06 21 18	0.272	124.85
2023 06 21 19	0.26	135.0
2023 06 21 20	0.238	145.77
2023 06 21 21	0.218	159.65
2023 06 21 22	0.203	176.33
2023 06 21 23	0.178	198.33
2023 06 22 00	0.163	229.47
2023 06 22 01	0.176	257.54
2023 06 22 02	0.199	277.76
2023 06 22 03	0.218	293.16
2023 06 22 04	0.223	305.18
2023 06 22 05	0.212	316.33
2023 06 22 06	0.197	330.32
2023 06 22 07	0.191	348.57
2023 06 22 08	0.186	5.52
2023 06 22 09	0.168	20.91
2023 06 22 10	0.14	37.19
2023 06 22 11	0.12	55.78
2023 06 22 12	0.119	69.89
2023 06 22 13	0.139	79.65
2023 06 22 14	0.161	90.35
2023 06 22 15	0.168	101.64
2023 06 22 16	0.176	111.92
2023 06 22 17	0.182	123.16
2023 06 22 18	0.177	134.31
2023 06 22 19	0.162	145.52
2023 06 22 20	0.142	153.79
2023 06 22 21	0.111	161.72
2023 06 22 22	0.083	180.69
2023 06 22 23	0.084	209.91
2023 06 23 00	0.108	229.11
2023 06 23 01	0.126	251.56
2023 06 23 02	0.148	268.06
2023 06 23 03	0.165	280.42
2023 06 23 04	0.174	290.82
2023 06 23 05	0.173	301.3
2023 06 23 06	0.164	314.01
2023 06 23 07	0.152	332.76
2023 06 23 08	0.144	352.03
2023 06 23 09	0.124	4.61
2023 06 23 10	0.085	11.44
2023 06 23 11	0.037	10.71
2023 06 23 12	0.011	259.69
2023 06 23 13	0.039	232.25
2023 06 23 14	0.059	239.53
2023 06 23 15	0.07	257.73
2023 06 23 16	0.081	284.88
2023 06 23 17	0.086	301.3
2023 06 23 18	0.091	315.88
2023 06 23 19	0.092	330.94
2023 06 23 20	0.083	353.81
2023 06 23 21	0.085	18.43
2023 06 23 22	0.088	35.83
2023 06 23 23	0.083	46.94
2023 06 24 00	0.061	55.53
2023 06 24 01	0.026	65.37
2023 06 24 02	0.017	220.23
2023 06 24 03	0.054	237.77
2023 06 24 04	0.09	253.96
2023 06 24 05	0.13	268.23
2023 06 24 06	0.157	279.1
2023 06 24 07	0.167	286.27
2023 06 24 08	0.173	291.98
2023 06 24 09	0.173	299.66
2023 06 24 10	0.174	309.63
2023 06 24 11	0.178	317.27
2023 06 24 12	0.182	318.78
2023 06 24 13	0.174	316.86
2023 06 24 14	0.158	310.91
2023 06 24 15	0.145	301.83
2023 06 24 16	0.137	294.89
2023 06 24 17	0.129	292.21
2023 06 24 18	0.113	297.92
2023 06 24 19	0.093	305.89
2023 06 24 20	0.044	315.9
2023 06 24 21	0.012	288.43
2023 06 24 22	0.019	239.53
2023 06 24 23	0.04	233.13
2023 06 25 00	0.071	236.97
2023 06 25 01	0.111	241.59
2023 06 25 02	0.153	245.43
2023 06 25 03	0.192	248.36
2023 06 25 04	0.226	249.88
2023 06 25 05	0.248	250.98
2023 06 25 06	0.262	250.66
2023 06 25 07	0.264	250.53
2023 06 25 08	0.252	251.56
2023 06 25 09	0.229	254.87
2023 06 25 10	0.198	262.48
2023 06 25 11	0.172	273.99
2023 06 25 12	0.153	287.48
2023 06 25 13	0.133	299.63
2023 06 25 14	0.101	308.22
2023 06 25 15	0.05	312.58
2023 06 25 16	0.017	110.55
2023 06 25 17	0.085	119.57
2023 06 25 18	0.136	115.62
2023 06 25 19	0.182	108.23
2023 06 25 20	0.208	109.3
2023 06 25 21	0.211	117.89
2023 06 25 22	0.209	134.61
2023 06 25 23	0.21	154.04
2023 06 26 00	0.202	174.34
2023 06 26 01	0.203	193.89
2023 06 26 02	0.204	210.96
2023 06 26 03	0.195	227.48
2023 06 26 04	0.185	243.01
2023 06 26 05	0.177	255.33
2023 06 26 06	0.169	262.87
2023 06 26 07	0.156	268.89
2023 06 26 08	0.147	271.94
2023 06 26 09	0.137	275.83
2023 06 26 10	0.123	282.12
2023 06 26 11	0.112	290.37
2023 06 26 12	0.1	303.69
2023 06 26 13	0.086	321.13
2023 06 26 14	0.068	350.81
2023 06 26 15	0.076	41.82
2023 06 26 16	0.12	76.54
2023 06 26 17	0.154	92.97
2023 06 26 18	0.175	100.86
2023 06 26 19	0.188	107.57
2023 06 26 20	0.189	120.75
2023 06 26 21	0.186	144.6
2023 06 26 22	0.209	173.14
2023 06 26 23	0.249	195.81
2023 06 27 00	0.28	216.74
2023 06 27 01	0.313	234.73
2023 06 27 02	0.338	250.33
2023 06 27 03	0.349	262.93
2023 06 27 04	0.342	273.17
2023 06 27 05	0.314	282.48
2023 06 27 06	0.273	292.34
2023 06 27 07	0.227	306.76
2023 06 27 08	0.187	324.1
2023 06 27 09	0.149	337.55
2023 06 27 10	0.101	347.47
2023 06 27 11	0.047	1.21
2023 06 27 12	0.028	85.91
2023 06 27 13	0.063	131.78
2023 06 27 14	0.091	152.03
2023 06 27 15	0.106	158.49
2023 06 27 16	0.11	161.56
2023 06 27 17	0.108	163.9
2023 06 27 18	0.102	167.04
2023 06 27 19	0.101	176.03
2023 06 27 20	0.104	190.98
2023 06 27 21	0.121	208.46
2023 06 27 22	0.148	222.81
2023 06 27 23	0.174	234.11
2023 06 28 00	0.224	233.33
2023 06 28 01	0.258	244.52
2023 06 28 02	0.276	255.96
2023 06 28 03	0.274	269.16
2023 06 28 04	0.253	284.85
2023 06 28 05	0.224	303.19
2023 06 28 06	0.192	320.68
2023 06 28 07	0.152	336.8
2023 06 28 08	0.103	352.25
2023 06 28 09	0.051	5.59
2023 06 28 10	0.004	333.43
2023 06 28 11	0.04	235.12
2023 06 28 12	0.084	231.23
2023 06 28 13	0.114	235.33
2023 06 28 14	0.137	235.96
2023 06 28 15	0.14	240.5
2023 06 28 16	0.123	247.16
2023 06 28 17	0.097	253.97
2023 06 28 18	0.063	260.98
2023 06 28 19	0.034	271.68
2023 06 28 20	0.015	277.59
2023 06 28 21	0.023	213.02
2023 06 28 22	0.069	210.96
2023 06 28 23	0.13	217.83
2023 06 29 00	0.196	226.23
2023 06 29 01	0.243	235.52
2023 06 29 02	0.273	245.12
2023 06 29 03	0.278	255.86
2023 06 29 04	0.265	266.97
2023 06 29 05	0.239	277.45
2023 06 29 06	0.205	286.67
2023 06 29 07	0.167	297.32
2023 06 29 08	0.132	309.47
2023 06 29 09	0.097	318.31
2023 06 29 10	0.066	324.16
2023 06 29 11	0.037	329.3
2023 06 29 12	0.013	233.97
2023 06 29 13	0.074	198.92
2023 06 29 14	0.134	201.4
2023 06 29 15	0.18	206.7
2023 06 29 16	0.204	211.58
2023 06 29 17	0.21	216.48
2023 06 29 18	0.208	217.8
2023 06 29 19	0.223	212.19
2023 06 29 20	0.218	214.19
2023 06 29 21	0.211	218.65
2023 06 29 22	0.222	222.63
2023 06 29 23	0.25	226.61
2023 06 30 00	0.28	232.1
2023 06 30 01	0.3	239.42
2023 06 30 02	0.308	248.09
2023 06 30 03	0.302	258.54
2023 06 30 04	0.286	270.6
2023 06 30 05	0.262	284.08
2023 06 30 06	0.235	300.92
2023 06 30 07	0.217	325.28
2023 06 30 08	0.223	353.82
2023 06 30 09	0.244	19.84
2023 06 30 10	0.25	42.08
2023 06 30 11	0.231	64.65
2023 06 30 12	0.217	89.47
2023 06 30 13	0.22	112.13
2023 06 30 14	0.224	130.49
2023 06 30 15	0.224	145.53
2023 06 30 16	0.211	159.25
2023 06 30 17	0.186	172.0
2023 06 30 18	0.152	184.88
2023 06 30 19	0.117	201.52
2023 06 30 20	0.09	226.78
2023 06 30 21	0.09	251.96
2023 06 30 22	0.111	264.85
2023 06 30 23	0.143	265.99
2023 07 01 00	0.186	268.46
2023 07 01 01	0.212	272.43
2023 07 01 02	0.231	277.95
2023 07 01 03	0.244	285.17
2023 07 01 04	0.251	293.91
2023 07 01 05	0.247	305.61
2023 07 01 06	0.236	321.86
2023 07 01 07	0.233	343.58
2023 07 01 08	0.248	5.77
2023 07 01 09	0.263	24.71
2023 07 01 10	0.256	42.46
2023 07 01 11	0.223	63.43
2023 07 01 12	0.191	91.19
2023 07 01 13	0.186	122.07
2023 07 01 14	0.207	147.61
2023 07 01 15	0.231	167.28
2023 07 01 16	0.245	183.73
2023 07 01 17	0.241	198.8
2023 07 01 18	0.219	212.89
2023 07 01 19	0.191	228.39
2023 07 01 20	0.155	248.06
2023 07 01 21	0.127	275.39
2023 07 01 22	0.122	301.6
2023 07 01 23	0.123	312.05
2023 07 02 00	0.121	311.67
2023 07 02 01	0.111	309.54
2023 07 02 02	0.103	309.09
2023 07 02 03	0.096	309.95
2023 07 02 04	0.093	312.39
2023 07 02 05	0.088	318.2
2023 07 02 06	0.084	331.01
2023 07 02 07	0.088	352.87
2023 07 02 08	0.112	13.41
2023 07 02 09	0.137	29.17
2023 07 02 10	0.149	45.81
2023 07 02 11	0.146	65.0
2023 07 02 12	0.136	88.73
2023 07 02 13	0.133	115.22
2023 07 02 14	0.149	136.9
2023 07 02 15	0.164	152.5
2023 07 02 16	0.163	168.0
2023 07 02 17	0.158	183.26
2023 07 02 18	0.139	196.62
2023 07 02 19	0.111	208.85
2023 07 02 20	0.065	228.07
2023 07 02 21	0.038	308.65
2023 07 02 22	0.078	1.46
2023 07 02 23	0.099	17.52
2023 07 03 00	0.088	32.07
2023 07 03 01	0.06	48.36
2023 07 03 02	0.021	87.27
2023 07 03 03	0.034	204.3
2023 07 03 04	0.077	224.99
2023 07 03 05	0.11	236.02
2023 07 03 06	0.127	248.28
2023 07 03 07	0.132	264.37
2023 07 03 08	0.13	288.29
2023 07 03 09	0.137	320.03
2023 07 03 10	0.162	350.42
2023 07 03 11	0.2	13.27
2023 07 03 12	0.207	28.16
2023 07 03 13	0.177	42.03
2023 07 03 14	0.139	61.78
2023 07 03 15	0.111	86.39
2023 07 03 16	0.101	107.18
2023 07 03 17	0.097	123.69
2023 07 03 18	0.088	139.11
2023 07 03 19	0.081	155.32
2023 07 03 20	0.075	170.03
2023 07 03 21	0.072	184.76
2023 07 03 22	0.073	197.44
2023 07 03 23	0.088	208.3
2023 07 04 00	0.109	220.94
2023 07 04 01	0.138	231.46
2023 07 04 02	0.181	238.49
2023 07 04 03	0.229	244.21
2023 07 04 04	0.271	249.76
2023 07 04 05	0.301	256.37
2023 07 04 06	0.314	264.88
2023 07 04 07	0.308	276.13
2023 07 04 08	0.292	289.79
2023 07 04 09	0.267	309.53
2023 07 04 10	0.26	338.36
2023 07 04 11	0.286	5.21
2023 07 04 12	0.291	25.15
2023 07 04 13	0.264	46.53
2023 07 04 14	0.245	70.75
2023 07 04 15	0.239	93.35
2023 07 04 16	0.23	114.01
2023 07 04 17	0.221	132.98
2023 07 04 18	0.214	152.24
2023 07 04 19	0.23	172.25
2023 07 04 20	0.267	186.43
2023 07 04 21	0.28	201.99
2023 07 04 22	0.275	218.95
2023 07 04 23	0.264	234.68
2023 07 05 00	0.253	242.52
2023 07 05 01	0.25	253.73
2023 07 05 02	0.245	263.68
2023 07 05 03	0.246	271.39
2023 07 05 04	0.248	277.15
2023 07 05 05	0.25	284.31
2023 07 05 06	0.25	295.54
2023 07 05 07	0.248	307.97
2023 07 05 08	0.237	319.94
2023 07 05 09	0.219	336.69
2023 07 05 10	0.231	2.72
2023 07 05 11	0.288	27.18
2023 07 05 12	0.358	46.24
2023 07 05 13	0.401	64.13
2023 07 05 14	0.411	81.47
2023 07 05 15	0.398	97.49
2023 07 05 16	0.369	111.57
2023 07 05 17	0.324	126.23
2023 07 05 18	0.28	143.13
2023 07 05 19	0.265	161.76
2023 07 05 20	0.291	179.01
2023 07 05 21	0.305	195.94
2023 07 05 22	0.311	212.41
2023 07 05 23	0.302	229.68
2023 07 06 00	0.28	248.91
2023 07 06 01	0.257	270.44
2023 07 06 02	0.245	286.58
2023 07 06 03	0.229	295.33
2023 07 06 04	0.208	302.23
2023 07 06 05	0.191	309.49
2023 07 06 06	0.176	314.3
2023 07 06 07	0.155	316.56
2023 07 06 08	0.132	319.91
2023 07 06 09	0.114	332.31
2023 07 06 10	0.116	358.51
2023 07 06 11	0.156	27.05
2023 07 06 12	0.207	47.15
2023 07 06 13	0.222	66.19
2023 07 06 14	0.229	86.0
2023 07 06 15	0.236	103.44
2023 07 06 16	0.235	118.08
2023 07 06 17	0.222	131.71
2023 07 06 18	0.204	146.54
2023 07 06 19	0.196	164.33
2023 07 06 20	0.196	182.04
2023 07 06 21	0.207	199.13
2023 07 06 22	0.228	212.5
2023 07 06 23	0.225	228.05
2023 07 07 00	0.204	250.59
2023 07 07 01	0.187	273.67
2023 07 07 02	0.175	293.79
2023 07 07 03	0.158	311.42
2023 07 07 04	0.135	325.25
2023 07 07 05	0.104	332.7
2023 07 07 06	0.066	327.99
2023 07 07 07	0.036	294.44
2023 07 07 08	0.046	244.53
2023 07 07 09	0.065	231.2
2023 07 07 10	0.06	228.99
2023 07 07 11	0.033	233.47
2023 07 07 12	0.011	349.69
2023 07 07 13	0.063	47.54
2023 07 07 14	0.125	58.33
2023 07 07 15	0.164	67.8
2023 07 07 16	0.167	82.45
2023 07 07 17	0.159	102.64
2023 07 07 18	0.154	127.9
2023 07 07 19	0.177	153.86
2023 07 07 20	0.216	172.01
2023 07 07 21	0.237	187.0
2023 07 07 22	0.229	202.87
2023 07 07 23	0.202	220.38
2023 07 08 00	0.169	243.43
2023 07 08 01	0.148	271.54
2023 07 08 02	0.143	295.66
2023 07 08 03	0.132	309.19
2023 07 08 04	0.108	316.12
2023 07 08 05	0.077	318.67
2023 07 08 06	0.05	310.97
2023 07 08 07	0.041	275.57
2023 07 08 08	0.058	243.43
2023 07 08 09	0.071	235.2
2023 07 08 10	0.05	236.3
2023 07 08 11	0.008	324.46
2023 07 08 12	0.07	35.72
2023 07 08 13	0.161	43.74
2023 07 08 14	0.256	49.42
2023 07 08 15	0.286	57.42
2023 07 08 16	0.258	72.4
2023 07 08 17	0.24	91.43
2023 07 08 18	0.236	106.21
2023 07 08 19	0.227	123.34
2023 07 08 20	0.244	142.47
2023 07 08 21	0.278	158.77
2023 07 08 22	0.266	171.8
2023 07 08 23	0.235	185.37
2023 07 09 00	0.189	202.64
2023 07 09 01	0.151	224.46
2023 07 09 02	0.124	252.29
2023 07 09 03	0.119	281.12
2023 07 09 04	0.12	298.26
2023 07 09 05	0.109	306.45
2023 07 09 06	0.091	312.78
2023 07 09 07	0.077	317.62
2023 07 09 08	0.066	316.21
2023 07 09 09	0.062	311.09
2023 07 09 10	0.062	316.93
2023 07 09 11	0.067	336.46
2023 07 09 12	0.105	9.28
2023 07 09 13	0.198	31.85
2023 07 09 14	0.27	44.1
2023 07 09 15	0.259	57.29
2023 07 09 16	0.23	75.18
2023 07 09 17	0.232	88.51
2023 07 09 18	0.242	96.39
2023 07 09 19	0.233	106.41
2023 07 09 20	0.215	121.32
2023 07 09 21	0.209	141.38
2023 07 09 22	0.215	162.15
2023 07 09 23	0.207	179.16
2023 07 10 00	0.175	194.51
2023 07 10 01	0.137	212.18
2023 07 10 02	0.092	246.47
2023 07 10 03	0.101	299.6
2023 07 10 04	0.142	323.85
2023 07 10 05	0.169	337.38
2023 07 10 06	0.182	349.91
2023 07 10 07	0.188	359.69
2023 07 10 08	0.175	6.55
2023 07 10 09	0.155	11.52
2023 07 10 10	0.148	14.41
2023 07 10 11	0.174	12.2
2023 07 10 12	0.221	17.04
2023 07 10 13	0.275	27.49
2023 07 10 14	0.32	38.15
2023 07 10 15	0.329	49.92
2023 07 10 16	0.297	64.12
2023 07 10 17	0.244	80.34
2023 07 10 18	0.2	95.42
2023 07 10 19	0.156	110.64
2023 07 10 20	0.113	128.89
2023 07 10 21	0.081	155.96
2023 07 10 22	0.074	197.21
2023 07 10 23	0.09	232.62
2023 07 11 00	0.107	259.83
2023 07 11 01	0.124	284.36
2023 07 11 02	0.148	308.17
2023 07 11 03	0.18	328.16
2023 07 11 04	0.204	340.23
2023 07 11 05	0.208	348.36
2023 07 11 06	0.194	355.57
2023 07 11 07	0.187	5.19
2023 07 11 08	0.171	13.14
2023 07 11 09	0.138	17.65
2023 07 11 10	0.098	17.7
2023 07 11 11	0.068	9.18
2023 07 11 12	0.063	1.81
2023 07 11 13	0.065	5.27
2023 07 11 14	0.06	354.28
2023 07 11 15	0.072	2.38
2023 07 11 16	0.094	13.44
2023 07 11 17	0.117	21.52
2023 07 11 18	0.116	24.36
2023 07 11 19	0.077	19.6
2023 07 11 20	0.022	352.23
2023 07 11 21	0.045	208.81
2023 07 11 22	0.086	216.07
2023 07 11 23	0.114	230.32
2023 07 12 00	0.114	249.03
2023 07 12 01	0.142	254.99
2023 07 12 02	0.164	263.35
2023 07 12 03	0.178	270.64
2023 07 12 04	0.184	279.36
2023 07 12 05	0.184	290.3
2023 07 12 06	0.183	303.69
2023 07 12 07	0.188	317.58
2023 07 12 08	0.19	327.89
2023 07 12 09	0.182	334.98
2023 07 12 10	0.166	341.45
2023 07 12 11	0.164	353.35
2023 07 12 12	0.178	1.28
2023 07 12 13	0.185	8.04
2023 07 12 14	0.194	15.17
2023 07 12 15	0.196	20.82
2023 07 12 16	0.187	26.29
2023 07 12 17	0.168	31.13
2023 07 12 18	0.143	36.46
2023 07 12 19	0.087	44.07
2023 07 12 20	0.026	94.39
2023 07 12 21	0.068	197.1
2023 07 12 22	0.127	214.8
2023 07 12 23	0.172	224.99
2023 07 13 00	0.198	238.14
